title,publication_date,author,url,primary_topic,primary_category,teaser,market_items
How to Use Environmental Lighting Sources for Natural Portraiture,19 Feb 2016,Harry Guinness,https://photography.tutsplus.com/tutorials/how-to-use-environmental-lighting-sources-for-natural-portraiture--cms-25963,Photo & Video,,You don't need a full studio setup to capture great portraits. All you need is the light from the sun and an understanding of how to use it. In this tutorial...,
Illustrator in 60 Seconds: How to Create a Custom Workspace,17 Feb 2016,Andrei Stefan,https://design.tutsplus.com/tutorials/illustrator-in-60-seconds-how-to-create-a-custom-workspace--cms-25788,Design & Illustration,,Working with a new piece of software can sometimes get a little frustrating since you might be greeted by an interface that is cluttered with tools that you...,
How to Fix Color Errors in Digital Painting With Adobe Photoshop,18 Feb 2016,Melody Nieves,https://design.tutsplus.com/articles/how-to-fix-color-errors-in-digital-painting-with-adobe-photoshop--cms-25765,Design & Illustration,,"How do you paint with color in Adobe Photoshop? In this tutorial, you'll learn a few great tips for working with color using adjustment layers. Digital...","2700853,7249630,12520508"
New Course: Write Customizer-Ready WordPress Themes,17 Feb 2016,Andrew Blackman,https://code.tutsplus.com/articles/new-course-write-customizer-ready-wordpress-themes--cms-25970,Code,,"In our new course, Envato Tuts+ instructor Rachel McCollin will teach you how to harness the power of the Customizer in your themes. You'll see how easy it...",
Designing for Business Goals in 60 Seconds,17 Feb 2016,Kezz Bracey,https://webdesign.tutsplus.com/tutorials/designing-for-business-goals-in-60-seconds--cms-25847,Web Design,,"For business websites, the goal is getting visitors to take action. In this tutorial you’ll learn how to design for business goals in sixty seconds!",
Google Fit for Android: Recording API,17 Feb 2016,Paul Trebilcox-Ruiz,https://code.tutsplus.com/tutorials/google-fit-for-android-recording-api--cms-25855,Code,,"In this tutorial, you learn how to use Google Fit to create low-power background subscriptions for sensor data. We explore how to leverage Google Play...",
Build a Custom Affiliate Link With the Amazon Product Merchandising API,17 Feb 2016,Ian Spangler,https://code.tutsplus.com/tutorials/build-a-custom-affiliate-link-with-the-amazon-product-merchandising-api--cms-25193,Code,,"Learn how to use Amazon’s Product Merchandising API to dynamically generate your own custom product link, with an image, price, and “Buy” button, on your web...",
Managing Your RabbitMQ Cluster,17 Feb 2016,Gigi Sayfan,https://code.tutsplus.com/tutorials/managing-your-rabbitmq-cluster--cms-25597,Code,,RabbitMQ is one of the most popular message brokers for its many virtues. One of its relatively weak points is setting up and managing a cluster. In this...,
New Course: How to Design Fantasy Vehicles,16 Feb 2016,Andrew Blackman,https://design.tutsplus.com/articles/new-course-how-to-design-fantasy-vehicles--cms-25969,Design & Illustration,,In our new course you will dive into the amazing world of creating fantasy vehicles. Concept artist Brian Lee will walk you through his process of developing...,
How to Create a Rusted Metal Text Effect in Adobe Photoshop,17 Feb 2016,Kirk Nelson,https://design.tutsplus.com/tutorials/how-to-create-a-rusted-metal-text-effect-in-adobe-photoshop--cms-25742,Design & Illustration,,Use Photoshop and some high quality rusted metal textures to create believable rusted metal text blocks.,3704794
How to Turn an iPhone or a Mac into a Wi-Fi Hotspot,18 Feb 2016,Harry Guinness,https://computers.tutsplus.com/tutorials/how-to-turn-an-iphone-or-a-mac-into-a-wi-fi-hotspot--cms-25932,Computer Skills,,Most Apple devices can be turned into Wi-Fi hotspots. An iPhone can share its 3G data while a Mac can broadcast an Ethernet connection. In this tutorial I'll...,
Look at This! An Aerial Photographer's View of The World,18 Feb 2016,Marie Gardiner,https://photography.tutsplus.com/articles/look-at-this-an-aerial-photographers-view-of-the-world--cms-25825,Photo & Video,,Here we have an aerial view of fields and houses. Is this a straightforward shot of the landscape our photographer was flying over at the time? Or is there...,
What is HDR Video? 3 Ways to Create High Dynamic Range Video,16 Feb 2016,Harry Guinness,https://photography.tutsplus.com/tutorials/what-is-hdr-video-3-ways-to-create-high-dynamic-range-video--cms-25884,Photo & Video,,HDR photography has been around for a while but now the same techniques are being used to extend the dynamic range of movie footage. In this tutorial I look...,
How to Create a 3D Pie Chart Design in Adobe Illustrator,16 Feb 2016,Andrei Marius,https://design.tutsplus.com/tutorials/how-to-create-a-3d-pie-chart-design-in-adobe-illustrator--cms-21466,Design & Illustration,,"In the following steps you will learn how to create a detailed 3D pie chart design in Adobe Illustrator. ",
"How to Encode ProRes Video Files for Free on Windows with FFmpeg and Avanti ",16 Feb 2016,David Bode,https://photography.tutsplus.com/tutorials/how-to-encode-prores-video-files-for-free-on-windows-with-ffmpeg-and-avanti--cms-25826,Photo & Video,,A little transcode time up front could save you a load of time on the back end. In this tutorial you will learn about free and commercial options.,1205142
"How to Make a Resume ",16 Feb 2016,Laura Spencer,https://business.tutsplus.com/tutorials/how-to-make-a-resume--cms-25949,Business,,"If you don't already have a resume, you need to make one. Even if you do have a resume, it's a good idea to revise it often so that it's always up to date....",11392380
Exploring WordPress Managers: Jetpack & InfiniteWP,16 Feb 2016,Barış Ünver,https://code.tutsplus.com/tutorials/exploring-wordpress-managers-jetpack-infinitewp--cms-25616,Code,,"Using a centralized solution to manage multiple WordPress websites is a nice idea. And in this three-part series, that's exactly what we're going to go...",
Project: Build a Complete Website With Middleman,16 Feb 2016,Ed Wassermann,https://webdesign.tutsplus.com/articles/project-build-a-complete-website-with-middleman--cms-25429,Web Design,,In part three of this series we’re going to get our hands dirty and start building a site for a fictitious podcast site: “Matcha Nerdz”. We’ll be using...,
Improving the Performance of Your Rails App With Eager Loading,16 Feb 2016,Manish Kumar,https://code.tutsplus.com/articles/improving-the-performance-of-your-rails-app-with-eager-loading--cms-25018,Code,,"Users like blazing fast applications, and then they fall in love with them and make them part of their life. Slow applications, on the other hand, only annoy...",
So You Want to Be a Fashion Illustrator?,16 Feb 2016,Mary Winkler,https://design.tutsplus.com/articles/so-you-want-to-be-a-fashion-illustrator--cms-25797,Design & Illustration,,"From sewing patterns to advertising to editorial work and beyond, fashion illustration has a long history in the illustration world. What about fashion...",
How to Get Started With Push Notifications On Android,15 Feb 2016,Ashraff Hathibelagal,https://code.tutsplus.com/tutorials/how-to-get-started-with-push-notifications-on-android--cms-25870,Code,,"Using push notifications is a great way to re-engage your application's users. In this tutorial, you learn how to use the Google Cloud Messaging service to...",
"What Is Productivity? ",15 Feb 2016,Annie Mueller,https://business.tutsplus.com/tutorials/what-is-productivity--cms-25894,Business,,"Productivity is one of those words you hear so frequently, in any pursuit of success and meaning and better time management, that the concept itself starts...",11384729
Sketch App for Beginners: Envato at Pause Fest,15 Feb 2016,CJ Melegrito,https://webdesign.tutsplus.com/tutorials/sketch-app-for-beginners-envato-at-pause-fest--cms-25952,Web Design,,"Join me for my one hour beginner’s intro to Sketch, recorded live at Pause Fest in Melbourne. Like the attendees, you’re invited to download the app free...",
Creating Wind Chimes Animation Using Mass FX in 3ds Max,15 Feb 2016,Uriel Deveaud,https://cgi.tutsplus.com/tutorials/creating-wind-chimes-animation-using-mass-fx-in-3ds-max--cms-25557,3D & Motion Graphics,,"In this tutorial, I'll show you how to create a dynamic wind chimes animation using Mass FX in 3ds Max. Later I'll apply wind force so the wind chimes...",
"Envato Tuts+ Community Challenge: Created by You, February Edition",12 Feb 2016,Mary Winkler,https://design.tutsplus.com/articles/envato-tuts-community-challenge-created-by-you-february-edition--cms-25777,Design & Illustration,,"Welcome to our monthly feature of fantastic tutorial results created by you, the Envato Tuts+ community! Every day, visitors like you take the time not only...",
How to Craft a Compelling Photo Story with Exposure,12 Feb 2016,Dawn Oosterhoff,https://photography.tutsplus.com/tutorials/how-to-craft-a-compelling-photo-story-with-exposure--cms-25846,Photo & Video,,Exposure is an online photo essay publishing platform built with photographers in mind. The platform provides photographers with an opportunity to use...,
How to Install WordPress: The Application,12 Feb 2016,Tom McFarlin,https://code.tutsplus.com/tutorials/how-to-install-wordpress-the-application--cms-25589,Code,,"In this introductory series for how to achieve a number of tasks in WordPress, we've talked about themes and plugins and how to install our own web server....",
A Look at Cinematic Aerial Video Post-Production With Charles Yeager,13 Feb 2016,Shruti Shekar,https://photography.tutsplus.com/articles/a-look-at-cinematic-aerial-video-post-production-with-charles-yeager--cms-25945,Photo & Video,,"This week we catch up with Charles Yeager to chat about his latest course, Cinematic Drone Video Post-Production.",
Top New WordPress Themes of 2016,12 Feb 2016,Sean Hodge,https://business.tutsplus.com/articles/top-new-wordpress-themes-of-2016--cms-25907,Business,,"Now’s the time to kickstart your business and launch your website, or give your current website a reboot, if you want to make an impact in 2016. Here are a...","11905785,13639831,14260086,14484409,14521258"
A Smooth Refresher on Python's Conditional Statements,15 Feb 2016,Abder-Rahman Ali,https://code.tutsplus.com/tutorials/a-smooth-refresher-on-pythons-conditional-statements--cms-25562,Code,,This tutorial is a continuation of the refreshers series that describes concepts necessary for the programmer to grasp in the Python learning journey.,
How to Digitally Paint Faces With Incredible Likeness,15 Feb 2016,Melody Nieves,https://design.tutsplus.com/tutorials/how-to-digitally-paint-faces-with-incredible-likeness--cms-25764,Design & Illustration,,Learn how to digitally paint faces in Adobe Photoshop with digital artist Melody Nieves. Achieve great likeness and learn how to make your paintings look...,"4855023,11649090"
Mobile UI Design for Beginners: Grids,16 Feb 2016,Chris O’Sullivan,https://webdesign.tutsplus.com/tutorials/mobile-ui-design-for-beginners-grids--cms-25910,Web Design,,"Grids are the foundation of any interface, and this is no different on mobile. This video tutorial goes through the purpose of grids in general, and then...",
20 Useful iOS Icon & App Template Resources,12 Feb 2016,Bart Jacobs,https://code.tutsplus.com/tutorials/20-useful-ios-icon-app-template-resources--cms-25882,Code,,"As a developer, your design skills may not be that great. But you want your applications to look great. Right? In this quick tip, I list 20 graphic resources...","1873762,3121104,3724335,3767605,5005554,5251452,5543620,5656803,5803947,5924400,6001112,6170775,6420803,7193376,9013430,9107231,10419104,11299926,11388705,20383033"
Geometric Design: How to Draw a Flowery Tiling Pattern,15 Feb 2016,Joumana Medlej,https://design.tutsplus.com/tutorials/geometric-design-how-to-draw-a-flowery-tiling-pattern--cms-25712,Design & Illustration,,A lovely and unusual tiling pattern that will test your patience and accuracy and is great fun to colour.,
How to Age a Photo in Adobe Photoshop,12 Feb 2016,Kirk Nelson,https://design.tutsplus.com/tutorials/how-to-age-a-photo-in-adobe-photoshop--cms-25741,Design & Illustration,,How to use custom textures and some Photoshop filters to simulate the aging effects of time on a film photograph.,5820526
12 Reasons Why You Should Match the Mic to the Vocalist,16 Feb 2016,Rob Mayzes,https://music.tutsplus.com/tutorials/12-reasons-why-you-should-match-the-mic-to-the-vocalist--cms-25567,Music & Audio,,Pairing the right mic with a vocalist is absolutely key to any good vocal session. In this tutorial I'll explain the various reasons why it's important to...,
The (Seriously) Comprehensive Guide to Choosing a Web Host,15 Feb 2016,Kezz Bracey,https://webdesign.tutsplus.com/tutorials/the-seriously-comprehensive-guide-to-choosing-a-web-host--cms-25430,Web Design,,In this guide I’m going to share some of the most important things I’ve learned over the years about hosting. I’ll help you understand the essentials of how...,
Animation for Beginners: How to Animate a Character Running,11 Feb 2016,Pilar Newton,https://design.tutsplus.com/tutorials/animation-for-beginners-how-to-animate-a-character-running--cms-25730,Design & Illustration,,"In this tutorial we will be animating a character running. Runs are somewhat challenging to animate, but also extremely fun to animate!",
Create a Dashboard Module in OpenCart,11 Feb 2016,Sajal Soni,http://code.tutsplus.com/tutorials/create-a-dashboard-module-in-opencart--cms-25271,Code,,"In this article, I'll demonstrate how to create a custom dashboard module in OpenCart. The dashboard modules provide a high-level view of the happenings and...",
How to Use jQuery’s “ajax” Function,11 Feb 2016,George Martsoukos,https://webdesign.tutsplus.com/tutorials/how-to-use-jquerys-ajax-function--cms-25774,Web Design,,"Having followed the previous three tutorials, you should have gained a good understanding of AJAX. In this final tutorial, we’ll wrap things up by working...",
When Size Matters: iPhone 6S Versus iPhone 6S Plus,11 Feb 2016,Harry Guinness,https://computers.tutsplus.com/tutorials/when-size-matters-iphone-6s-versus-iphone-6s-plus--cms-25879,Computer Skills,,"Apple's latest iPhones are their best yet. The problem is choosing between the 6S and the 6S Plus is hard. They both have their advantages. In this tutorial,...",
Look at This! See How Walker Evans Plays with Space and Time,11 Feb 2016,Dawn Oosterhoff,https://photography.tutsplus.com/tutorials/look-at-this-see-how-walker-evans-plays-with-space-and-time--cms-25849,Photo & Video,,"Walker Evans photographed what he saw literally, creating art with the rhythms, textures, and organization of everyday life. Look at how Evans organizes...",
What Is Branding?,11 Feb 2016,Julia Melymbrose,https://business.tutsplus.com/tutorials/what-is-branding--cms-25897,Business,,"If the idea of creating your own brand leaves you scratching your head wondering what exactly you should be doing, or if your idea of branding applies only...","7952298,11323698"
Sound Design: Scary Monsters and Nice Sprites,12 Feb 2016,Mike Elliott,https://music.tutsplus.com/tutorials/sound-design-scary-monsters-and-nice-sprites--cms-24887,Music & Audio,,"In this tutorial I'll show you how to make one of the most identifiable sounds in modern EDM and, then, how to put your own spin on it.",
iOS 9: Additions to SceneKit,10 Feb 2016,Davis Allie,https://code.tutsplus.com/tutorials/ios-9-additions-to-scenekit--cms-25896,Code,,"In this tutorial, you learn about the new features and capabilities added to the SceneKit framework in iOS 9 and OS X El Capitan. This includes the new Xcode...",
10 Top Tips for Creating Cute Kawaii Art,10 Feb 2016,Mary Winkler,https://design.tutsplus.com/articles/10-top-tips-for-creating-cute-kawaii-art--cms-25705,Design & Illustration,,"Let's get utterly adorable with kawaii-style art! In this article we'll break down 10 top tips for creating truly cute artwork, from color palettes to shapes...","2092345,4810805,5688757,5963423,5964244,6230911,7050869,7395979,13510571"
Examples of HTML Email Worth Opening,10 Feb 2016,Ian Yates,https://webdesign.tutsplus.com/articles/examples-of-html-email-worth-opening--cms-25484,Web Design,,"I’ve been designing emails this week, and so I’ve understandably been paying more attention to email design around me. With so many to draw inspiration from,...","474864,8143225,14421594,14715824"
Free Course: How to Use Swift on Linux,10 Feb 2016,Andrew Blackman,https://code.tutsplus.com/articles/free-course-how-to-use-swift-on-linux--cms-25909,Code,,"In our free course, How to Use Swift on Linux, you will learn how to get Swift installed on Linux and write a basic open-source Swift application.",
How to Create a 3D Antique Metal Text Effect in Adobe Photoshop,11 Feb 2016,Rose,https://design.tutsplus.com/tutorials/how-to-create-a-3d-antique-metal-text-effect-in-adobe-photoshop--cms-25786,Design & Illustration,,"Use Photoshop's 3D Tools, with a couple of textures and filters, to create your own antique metal text effect.","3998067,12513515"
How to Rock a Singing Audition,9 Feb 2016,Christine Rage,https://music.tutsplus.com/tutorials/how-to-rock-a-singing-audition--cms-25724,Music & Audio,,"Nailing future singing auditions, whether it be for a band, for X-Factor, musical theater, a cruise ship, or any other type of singing gig, can be made much...",
How to Create a 3D Virtual Reality Video With After Effects,9 Feb 2016,Charles Yeager,https://cgi.tutsplus.com/tutorials/how-to-create-a-3d-virtual-reality-video-with-after-effects--cms-25449,3D & Motion Graphics,,In this tutorial I'll show you how to create a 3D 360 Degree video in After Effects using the plugin Skybox—commonly known as VR Video. I'll also show you...,
How to Create a Custom Library in OpenCart,9 Feb 2016,Sajal Soni,https://code.tutsplus.com/tutorials/how-to-create-a-custom-library-in-opencart--cms-25173,Code,,"Although OpenCart provides lots of features in the core itself, you'll often find yourself in the situation in which you'll want to integrate a third-party...",
What Is a Landing Page?,9 Feb 2016,Brad Smith,https://business.tutsplus.com/tutorials/what-is-a-landing-page--cms-25872,Business,,"Landing pages are an essential ingredient for increasing awareness of your website, and generating more leads or sales. Here's how to set one up, and then...","6780200,10591107,12437877,13847236,14293134"
Kickstart 2016 With a Creative Monthly Calendar Template,10 Feb 2016,Sean Hodge,https://business.tutsplus.com/articles/kickstart-2016-with-a-creative-monthly-calendar-template--cms-25642,Business,,Here are twelve of the best monthly calendar templates—designed in a variety of creative styles to choose from. Get yourself organized this year. Add a...,"3337344,5863786,5906976,5909193,8871563,9010842,9791401,9829263,11125130,11153067,12144260,14065442"
New Course: Cinematic Drone Video Post-Production,9 Feb 2016,Andrew Blackman,https://photography.tutsplus.com/articles/new-course-cinematic-drone-video-post-production--cms-25908,Photo & Video,,In this course you will learn post-production practices that will greatly increase the impact and cinematic value of your aerial footage. Topics covered...,
Checklist for Delivering a WordPress Project,9 Feb 2016,Barış Ünver,https://code.tutsplus.com/tutorials/checklist-for-delivering-a-wordpress-project--cms-25583,Code,,"In this tutorial, I'm going to show you what to do before handing over the finished website to your client.",
A Beginner’s Guide to AJAX With jQuery,9 Feb 2016,George Martsoukos,https://webdesign.tutsplus.com/tutorials/a-beginners-guide-to-ajax-with-jquery--cms-25126,Web Design,,"In this tutorial, we’ll walk through a few of jQuery’s AJAX-related functions and methods. More specifically, we’ll take a closer look at the shorthand load...",
10 Time-Saving Tips for UNIX Vim Beginners,10 Feb 2016,Jay,https://code.tutsplus.com/tutorials/10-time-saving-tips-for-unix-vim-beginners--cms-22386,Code,,"Vim is the preferred editor for many developers. And why shouldn't it be? With the right set of commands and terminal shortcuts, it helps to get the work...",
How to Create a Character Kit in Adobe Illustrator,10 Feb 2016,Nataliya Dolotko,https://design.tutsplus.com/tutorials/how-to-create-a-character-kit-in-adobe-illustrator--cms-25785,Design & Illustration,,Design your own characters from scratch using Adobe Illustrator. This is a tutorial that looks like a fun game!,
How to Create a Playing-Card-Style Valentine’s in Adobe InDesign,9 Feb 2016,Grace Fussell,https://design.tutsplus.com/tutorials/how-to-create-a-playing-card-style-valentines-in-adobe-indesign--cms-25796,Design & Illustration,,Bring a touch of luck to your love life with this cute and quirky Valentine's card. In this tutorial you’ll learn how to create a two-sided greeting card...,"5191374,8009193"
How to Create a Simple Geometric Vector Deadpool in Adobe Photoshop,9 Feb 2016,Monika Zagrobelna,https://design.tutsplus.com/tutorials/how-to-create-a-simple-geometric-vector-deadpool-in-adobe-photoshop--cms-25631,Design & Illustration,,"If you want to learn about creating vectors with Photoshop, you don't need to read boring textbooks—you can simply have fun with your favorite character!","11508762,12726044,13537743,14351028"
How to Create a Monkey Caricature for Chinese New Year,8 Feb 2016,Char Reed,https://design.tutsplus.com/tutorials/how-to-create-a-monkey-caricature-for-chinese-new-year--cms-25592,Design & Illustration,,"In this tutorial, you will learn how to create a digital monkey caricature for Chinese New Year!",
How to Make a Panorama with Adobe Lightroom's New Boundary Warp Feature,9 Feb 2016,Andrew Childress,https://photography.tutsplus.com/tutorials/how-to-make-a-panorama-with-adobe-lightrooms-new-boundary-warp-feature--cms-25845,Photo & Video,,Learn Adobe Lightroom's brand new feature—Boundary Warp—which is used to save the precious pixels of your panoramas.,
How to Create Mooncake and Dim Sum Icons for Chinese New Year,8 Feb 2016,Mary Winkler,https://design.tutsplus.com/tutorials/how-to-create-mooncake-and-dim-sum-icons-for-chinese-new-year--cms-25704,Design & Illustration,,"Celebrate Chinese New Year with mooncakes, steamed buns, and dumplings! In this tutorial we'll illustrate dim sum food icons, perfect for use in a mobile...",7029776
New Course: Building WordPress Themes With Bootstrap,5 Feb 2016,Andrew Blackman,https://webdesign.tutsplus.com/articles/new-course-building-wordpress-themes-with-bootstrap--cms-25868,Web Design,,"In this course you're going to learn how to convert a portfolio HTML template into a WordPress theme. Along the way, you'll learn the basics of WordPress...",
How to Use Color Look-Up Tables,8 Feb 2016,Kirk Nelson,https://design.tutsplus.com/tutorials/how-to-use-color-look-up-tables--cms-25866,Design & Illustration,,"In this short video tutorial, you'll learn how to use one image to define a set of colors, and then how to make other images fit into that color set.",
Happy Year of the Monkey! Decrypting Chinese New Year’s Symbolism in UI Design,8 Feb 2016,Kendra Schaefer,https://webdesign.tutsplus.com/articles/happy-year-of-the-monkey-decrypting-chinese-new-years-symbolism-in-ui-design--cms-25864,Web Design,,"新年快乐! The Chinese mainland is ringing in the Year of the Fire Monkey, and I, for one, welcome this opportunity to pay homage to the joys of opposable thumbs,...",
Google Fit for Android: Reading Sensor Data,8 Feb 2016,Paul Trebilcox-Ruiz,https://code.tutsplus.com/tutorials/google-fit-for-android-reading-sensor-data--cms-25723,Code,,Google Fit is a platform that allows developers to build applications that are focused on user fitness data. One of the tools Google has provided is Google...,
Rapid Web Application Development With Meteor,8 Feb 2016,Tom Whitbread,https://code.tutsplus.com/tutorials/rapid-web-application-development-with-meteor--cms-25130,Code,,"Meteor is a very powerful isomorphic JavaScript web framework that enables you to rapidly prototype and get going. Learn about what it is, how to get started...",
What Is the Golden Hour?,5 Feb 2016,Harry Guinness,https://photography.tutsplus.com/tutorials/what-is-the-golden-hour--cms-25795,Photo & Video,,The golden and blue hours are some of the best times to photograph. In this tutorial I look at what causes them and how to take advantage of their unique...,8885667
How to Use Blend If in Adobe Photoshop in 60 Seconds,8 Feb 2016,Harry Guinness,https://photography.tutsplus.com/tutorials/how-to-use-blend-if-in-adobe-photoshop-in-60-seconds--cms-25782,Photo & Video,,The Blend If sliders are one of Adobe Photoshop's most powerful layer blending options. In just 60 seconds I take you through the basics of using them by...,
How to Write a Business Plan,8 Feb 2016,Andrew Blackman,https://business.tutsplus.com/tutorials/how-to-write-a-business-plan--cms-25841,Business,,"In this tutorial, I’ll take you through what a business plan is and why you should write one, and then we’ll look in detail at each of the sections of a...","9024018,14446762"
A Smooth Refresher on Python's Tuples,8 Feb 2016,Abder-Rahman Ali,https://code.tutsplus.com/tutorials/a-smooth-refresher-on-pythons-tuples--cms-25477,Code,,"This is a new tutorial in the Python refresher series, which explains the essential topics you need to grasp to move forward in your Python learning journey....",
How to Grow Your App Team,5 Feb 2016,Sven Lenaerts,https://code.tutsplus.com/articles/how-to-grow-your-app-team--cms-25767,Code,,"The first version of most apps is built by one person. But, as an app becomes more successful, the team often grows to include multiple people. When should...",
International Artist Feature: Russia,5 Feb 2016,Mary Winkler,https://design.tutsplus.com/articles/international-artist-feature-russia--cms-25720,Design & Illustration,,"For this article in the international artist series we turn to Russia, featuring five illustrators and designers who create fantastic work, from illustration...",
Big Smiles and Happy Faces in Web Design,4 Feb 2016,Ian Yates,https://webdesign.tutsplus.com/articles/big-smiles-and-happy-faces-in-web-design--cms-25483,Web Design,,"In this week’s inspirational roundup, we’re going to put smiles on our faces by looking at happy illustrations from around the web.","5427194,6527024,7668379"
Adding Social Sharing in a Node.js Single-Page Application,4 Feb 2016,Kyle Davis,https://code.tutsplus.com/tutorials/adding-social-sharing-in-a-nodejs-single-page-application--cms-25530,Code,,"Frameworks like Angular, Vue, and Ember use client-side rendering to create very dynamic, single-page web applications. Client-side rendering, however, is...",
"Validating Data With JSON-Schema, Part 2",5 Feb 2016,"Evgeny Poberezkin ",https://code.tutsplus.com/tutorials/validating-data-with-json-schema-part-2--cms-25640,Code,,"When you're dealing with complex and structured data, you need to determine whether the data is valid or not. JSON-Schema is the standard of JSON documents...",
How to Create a Set of Fitness Icons in Adobe Illustrator,5 Feb 2016,Yulia Sokolova,https://design.tutsplus.com/tutorials/how-to-create-a-set-of-fitness-icons-in-adobe-illustrator--cms-25736,Design & Illustration,,"If you’re a sporty kind of a person or just looking for a motivation to start, this tutorial is for you! Let’s follow the process together and create a...",14511711
How to Install WordPress: The Server Software,5 Feb 2016,Tom McFarlin,https://code.tutsplus.com/tutorials/how-to-install-wordpress-the-server-software--cms-25569,Code,,"In this article, we're going to cover each of the three main pieces of software that need to be installed, and then we'll cover the various ways they can be...",
Illustrator in 60 Seconds: How to Create and Export Color Swatches,4 Feb 2016,Andrei Stefan,https://design.tutsplus.com/tutorials/illustrator-in-60-seconds-how-to-create-and-export-color-swatches--cms-25749,Design & Illustration,,Want to create and export custom color swatches but don't know how? Well follow the steps presented in this little tutorial and you'll be able to master it...,
An Example of AJAX With Vanilla JavaScript,4 Feb 2016,George Martsoukos,https://webdesign.tutsplus.com/tutorials/an-example-of-ajax-with-vanilla-javascript--cms-25763,Web Design,,"Following on from our introduction to AJAX, this example uses the XMLHttpRequest API to initialize an AJAX request. ",
Look at This! Pictures of the Great Depression by Berenice Abbott and Dorothea Lange,4 Feb 2016,Marie Gardiner,https://photography.tutsplus.com/articles/look-at-this-pictures-of-the-great-depression-by-berenice-abbott-and-dorothea-lange--cms-25802,Photo & Video,,In this photograph we see some cobbled together huts and two men sitting outside. What can we glean from this? Are they just homeless or is there more to...,
Explore REST APIs in OpenCart 2.0: Part Two,4 Feb 2016,Sajal Soni,https://code.tutsplus.com/tutorials/explore-rest-apis-in-opencart-20-part-two--cms-25136,Code,,"In this series, we're discussing the REST APIs in OpenCart. In the first part, we went through the setup of API user credentials from the back-end. In this...",
How to Create a Knitted Pattern in Adobe Illustrator,3 Feb 2016,Nataliya Dolotko,https://design.tutsplus.com/tutorials/how-to-create-a-knitted-pattern-in-adobe-illustrator--cms-25714,Design & Illustration,,"In this tutorial you'll learn a quick and easy way to create a seamless knitted pattern. You'll also learn how to recolor an artwork.
",
8 Creative Tips for Creating Your Own Valentine’s Cards,2 Feb 2016,Grace Fussell,https://design.tutsplus.com/articles/8-creative-tips-for-creating-your-own-valentines-cards--cms-25759,Design & Illustration,,Be sure to catch the eye of your love interest this Valentine’s Day with a beautifully designed card. In this article we’ll look at 10 professional tips for...,"4095601,6485007,6668121,10254640,14400321,14422176,19325428"
New eBooks Available for Subscribers,3 Feb 2016,Andrew Blackman,https://code.tutsplus.com/articles/new-ebooks-available-for-subscribers--cms-25867,Code,,"Do you want to learn more about data analysis with Python? How about iOS 9 game development, Django, or Swift 2? Our latest batch of eBooks will teach you...",
How to Create a Greyscale Monochrome Vector Portrait in Adobe Illustrator,4 Feb 2016,Sharon Milne,https://design.tutsplus.com/tutorials/how-to-create-a-greyscale-monochrome-vector-portrait-in-adobe-illustrator--cms-25748,Design & Illustration,,"In today's tutorial, I'm going to show you how to create a monochrome portrait from a photograph. Today's subject is the inspiring Aydian Dowling, who has...",
How to Recognize User Activity With Activity Recognition,3 Feb 2016,Paul Trebilcox-Ruiz,https://code.tutsplus.com/tutorials/how-to-recognize-user-activity-with-activity-recognition--cms-25851,Code,,"Making an application context-aware is one of the best ways to offer useful services to your users. There are a few ways to do this, including building...",
What Is Moodle?,3 Feb 2016,Brenda Barron,https://business.tutsplus.com/articles/what-is-moodle--cms-25815,Business,,The right platform is everything when launching an educational site. That's why Moodle is so often the go-to LMS for course creators everywhere. Learn how to...,"9442816,9535247,10255159,10757328,12777460,13269094"
How to Create a Winter Landscape Photo Manipulation With Adobe Photoshop,3 Feb 2016,Jenny Le,https://design.tutsplus.com/tutorials/how-to-create-a-winter-landscape-photo-manipulation-with-adobe-photoshop--cms-25632,Design & Illustration,,In this tutorial I'll show you how to create a winter landscape using a variety of photo manipulation techniques. You'll learn how to combine different stock...,"5039626,5798816,5952520,6066863,13377146"
How to Use Tile Bitmasking to Auto-Tile Your Level Layouts,3 Feb 2016,Sonny Bone,https://gamedevelopment.tutsplus.com/tutorials/how-to-use-tile-bitmasking-to-auto-tile-your-level-layouts--cms-25673,Game Development,,Why place tiles by hand when your code can do it for you? This useful technique will save you time and energy by evaluating each tile's neighbors and...,
How to Set and Control Your  Camera Manually for Night Photography,3 Feb 2016,Anthony James,https://photography.tutsplus.com/tutorials/how-to-set-and-control-your-camera-manually-for-night-photography--cms-25179,Photo & Video,,Previous articles in our night photography series have focused on much of the theory behind night photography. In this article those concepts are united and...,
Ruby Page Objects for Capybara Connoisseurs,3 Feb 2016,Ed Wassermann,https://code.tutsplus.com/articles/ruby-page-objects-for-capybara-connoisseurs--cms-25204,Code,,A newbie-friendly intro to using the Page Object design pattern for your Capybara feature specs.,
An Introduction to AJAX for Front-End Designers,2 Feb 2016,George Martsoukos,https://webdesign.tutsplus.com/tutorials/an-introduction-to-ajax-for-front-end-designers--cms-25099,Web Design,,AJAX is an essential front-end technique that allows us to build fast and modern web applications. This article covers the fundamentals of AJAX.,
"Validating Data With JSON-Schema, Part 1",3 Feb 2016,"Evgeny Poberezkin ",https://code.tutsplus.com/tutorials/validating-data-with-json-schema-part-1--cms-25343,Code,,"When you're dealing with complex and structured data, you need to determine whether the data is valid or not. JSON-Schema is the standard of JSON documents...",
